favorite_count,retweet_count,tweet_id
9147,2134,816336735214911488
9490,2356,816091915477250048
0,1135,816062466425819140
0,5799,816014286006976512
5318,1135,815990720817401858
23873,9269,815966073409433600
0,4509,815745968457060357
10471,2481,815736392542261248
8746,1794,815639385530101762
11024,4159,815390420867969024
8137,1410,814986499976527872
12002,2959,814638523311648768
0,6333,814578408554463233
9223,2028,814530161257443328
30648,9474,814153002265309185
0,3486,813944609378369540
9903,2055,813910438903693312
38731,15303,813812741911748608
8888,1918,813800681631023104
19900,7976,813217897535406080
9790,1963,813202720496779264
21128,4780,813187593374461952
9936,2089,813172488309972993
8268,2423,813157409116065792
8977,2575,813142292504645637
4758,485,813130366689148928
12633,3415,813127251579564032
11001,3014,813112105746448384
11228,3934,813096984823349248
10529,3029,813081950185472002
8485,2126,813066809284972545
22347,8018,813051746834595840
8081,2089,812781120811126785
7058,1562,812709060537683968
6479,1332,812503143955202048
8516,2107,812466873996607488
14609,4011,812372279581671427
7741,1537,811985624773361665
8049,1757,811744202451197953
5941,811,811647686436880384
13630,3414,811627233043480576
22301,6992,811386762094317568
5683,1568,810984652412424192
9653,1956,810896069567610880
11703,2897,810657578271330305
37794,12461,810284430598270976
15660,3668,810254108431155201
16529,4275,809920764300447744
0,5361,809808892968534016
7392,1605,809448704142938112
21266,6147,809220051211603969
14094,3836,809084759137812480
10783,3327,808838249661788160
8443,2372,808733504066486276
12036,2853,808501579447930884
45347,22727,808344865868283904
0,6515,808134635716833280
9326,2401,808106460588765185
13430,3870,808001312164028416
15555,4026,807621403335917568
126813,60865,807106840509214720
0,8023,807059379405148160
13934,4192,807010152071229440
80233,38160,806629075125202948
0,6041,806620845233815552
5176,2103,806576416489959424
10910,2589,806542213899489280
0,12780,806242860592926720
6865,1306,806219024703037440
0,5889,805958939288408065
8844,2092,805932879469572096
7032,2007,805826884734976000
0,8808,805823200554876929
6131,1801,805520635690676224
9363,2775,805487436403003392
8333,1865,805207613751304193
14659,4215,804738756058218496
6561,2203,804475857670639616
0,3529,804413760345620481
47684,17785,804026241225523202
10730,3038,803773340896923648
0,8152,803692223237865472
11731,4524,803638050916102144
8287,2032,803380650405482500
0,5825,803321560782307329
10723,2701,803276597545603072
9658,2201,802952499103731712
0,3206,802624713319034886
7606,1614,802600418706604034
9547,2737,802572683846291456
17359,6384,802323869084381190
7055,1497,802265048156610565
9696,2854,802239329049477120
0,291,802185808107208704
8250,1871,801958328846974976
1880,258,801854953262350336
8759,2248,801538201127157760
6474,916,801285448605831168
26196,6515,801167903437357056
0,4353,801127390143516673
8632,2289,801115127852503040
739,106,800859414831898624
0,1782,800855607700029440
11223,3039,800751577355128832
14049,3295,800513324630806528
10116,2365,800459316964663297
0,4728,800443802682937345
11917,3078,800388270626521089
0,4319,800188575492947969
16370,2813,800141422401830912
30356,14435,800018252395122689
0,5133,799774291445383169
8989,2372,799757965289017345
8606,2102,799422933579902976
0,6051,799308762079035393
10598,3035,799297110730567681
8639,2701,799063482566066176
14077,4903,798933969379225600
7956,1569,798925684722855936
0,7231,798705661114773508
0,8552,798701998996647937
0,7138,798697898615730177
0,5439,798694562394996736
0,2540,798686750113755136
0,5173,798682547630837760
0,6068,798673117451325440
0,4263,798665375516884993
0,2031,798644042770751489
0,2154,798628517273620480
0,6256,798585098161549313
0,6416,798576900688019456
0,3681,798340744599797760
11093,2803,798209839306514432
12457,3447,797971864723324932
15509,5324,797545162159308800
21359,7265,797236660651966464
247,29,797165961484890113
0,9721,796904159865868288
8206,2088,796865951799083009
12686,3357,796759840936919040
0,8002,796563435802726400
8102,1935,796484825502875648
11762,4570,796387464403357696
0,15711,796177847564038144
34613,15711,796149749086875649
5285,1956,796125600683540480
9731,2655,796116448414461957
9046,2542,796080075804475393
11557,4026,796031486298386433
53277,26130,795464331001561088
10813,3146,795400264262053889
17365,5955,795076730285391872
0,3690,794983741416415232
11004,2525,794926597468000259
0,11271,794355576146903043
10244,2907,794332329137291264
9839,3633,794205286408003585
17995,5361,793962221541933056
9851,2059,793845145112371200
0,3420,793614319594401792
8524,1791,793601777308463104
11438,2607,793500921481273345
26313,10097,793286476301799424
9247,2595,793271401113350145
21393,9150,793256262322548741
11240,3593,793241302385262592
10527,3135,793226087023144960
9554,3083,793210959003287553
16349,6169,793195938047070209
7414,2184,793180763617361921
10058,3047,793165685325201412
6603,1869,793150605191548928
6928,2737,793135492858580992
13574,4286,793120401413079041
15338,4403,792913359805018113
12097,4691,792883833364439040
7854,1840,792773781206999040
14392,4697,792394556390137856
7665,1976,792050063153438720
0,23036,791821351946420224
0,10551,791784077045166082
0,4174,791780927877898241
48312,24361,791774931465953280
12575,3420,791672322847637504
14026,4509,791406955684368384
9400,2785,791312159183634433
0,4508,791026214425268224
10567,2344,790987426131050500
17751,5143,790946055508652032
0,2536,790723298204217344
8758,2090,790698755171364864
22103,7877,790581949425475584
8357,2042,790337589677002753
13412,3486,790277117346975746
0,3913,790227638568808452
9879,2536,789986466051088384
0,4533,789960241177853952
11115,4518,789903600034189313
8031,1950,789628658055020548
7233,2121,789599242079838210
12568,3690,789530877013393408
9208,2523,789314372632018944
0,5413,789280767834746880
9747,2823,789268448748703744
10376,3061,789137962068021249
29300,13553,788908386943430656
29311,11271,788765914992902144
0,7883,788552643979468800
16661,5799,788412144018661376
7732,2313,788178268662984705
6566,1428,788150585577050112
0,3743,788070120937619456
6564,1450,788039637453406209
9272,3346,787810552592695296
10911,3044,787717603741622272
11596,3103,787397959788929025
8322,1909,787322443945877504
0,7353,787111942498508800
28393,8726,786963064373534720
0,2640,786729988674449408
19410,6658,786709082849828864
11381,2796,786664955043049472
10056,3385,786595970293370880
11649,3828,786363235746385920
8505,3126,786286427768250368
16334,5219,786233965241827333
1540,169,786051337297522688
0,7724,786036967502913536
12126,3460,785927819176054784
7130,1992,785872687017132033
8331,2422,785639753186217984
9717,2186,785533386513321988
6509,1371,785515384317313025
7757,1783,785264754247995392
12906,5312,785170936622350336
10820,3529,784826020293709826
9568,2773,784517518371221505
6068,1398,784431430411685888
21464,8808,784183165795655680
31878,12162,784057939640352768
32066,11795,783839966405230592
7843,2136,783821107061198850
11132,3518,783695101801398276
9009,2459,783466772167098368
17986,6006,783391753726550016
0,6114,783347506784731136
31153,12780,783334639985389568
8671,2421,783085703974514689
25717,8023,782969140009107456
7951,1520,782747134529531904
18424,5889,782722598790725632
8284,2042,782598640137187329
17770,6077,782305867769217024
0,6810,782021823840026624
11840,3665,781955203444699136
11121,2956,781661882474196992
4269,1222,781655249211752448
22098,6041,781524693396357120
7586,2774,781308096455073793
8976,2288,781251288990355457
10400,2982,781163403222056960
23061,8002,780931614150983680
7667,2179,780858289093574656
5855,1414,780800785462489090
12866,3630,780601303617732608
6709,1885,780543529827336192
0,4045,780496263422808064
0,126,780476555013349377
5627,1164,780459368902959104
9262,2434,780192070812196864
0,2507,780092040432480260
13041,5431,780074436359819264
20205,7724,779834332596887552
9383,3388,779377524342161408
0,20049,779124354206535695
12559,3967,779123168116150273
15741,4923,779056095788752897
21306,7908,778990705243029504
0,10865,778774459159379968
912,399,778764940568104960
7336,1447,778748913645780993
6138,1624,778650543019483137
4939,1098,778624900596654080
14531,4733,778408200802557953
0,13324,778396591732486144
6213,1205,778383385161035776
11061,3591,778286810187399168
9012,2865,778039087836069888
6971,1762,778027034220126208
0,3832,777953400541634568
6766,1785,777885040357281792
11938,3206,777684233540206592
0,4625,777641927919427584
9324,2708,777621514455814149
15232,4706,777189768882946048
0,14957,776819012571455488
5182,1318,776813020089548800
9404,3036,776477788987613185
0,9932,776249906839351296
31913,17360,776218204058357768
10202,2739,776201521193218049
12486,4728,776113305656188928
1942,165,776088319444877312
0,17849,775898661951791106
12449,2904,775842724423557120
14714,4353,775733305207554048
13732,4967,775729183532220416
7888,3228,775364825476165632
10782,4237,775350846108426240
16508,5133,775085132600442880
9078,1921,774757898236878852
7129,1876,774639387460112384
23117,6051,774314403806253056
11397,4208,773985732834758656
6790,1875,773922284943896577
7003,1766,773704687002451968
5643,1404,773670353721753600
23453,6687,773547596996571136
0,5525,773336787167145985
24680,8103,773308824254029826
9994,3487,773247561583001600
10596,4452,773191612633579521
9110,4200,772877495989305348
8477,2527,772826264096874500
0,3659,772615324260794368
6870,1831,772581559778025472
6384,1498,772193107915964416
4007,1212,772152991789019136
3985,797,772117678702071809
2880,511,772114945936949249
4247,1005,772102971039580160
6971,2050,771908950375665664
12725,3681,771770456517009408
8782,2845,771500966810099713
11154,5525,771380798096281600
0,8193,771171053431250945
9726,3180,771136648247640064
6615,1556,771102124360998913
7282,1796,771014301343748096
0,238,771004394259247104
5247,1320,770787852854652928
5500,1530,770772759874076672
7764,1886,770655142660169732
6671,2233,770414278348247044
6613,1610,770293558247038976
0,3290,770093767776997377
8046,2492,770069151037685760
33328,10453,769940425801170949
6767,1793,769695466921623552
0,8321,769335591808995329
5716,1854,769212283578875904
15267,7083,768970937022709760
0,2913,768909767477751808
4440,960,768855141948723200
4355,1310,768609597686943744
5314,1380,768596291618299904
0,6308,768554158521745409
14454,3710,768473857036525572
11551,3832,768193404517830656
5033,1517,767884188863397888
16970,5825,767754930266464257
7920,2523,767500508068192258
12989,4116,767191397493538821
10726,3077,767122157629476866
0,6115,766864461642756096
5375,1469,766793450729734144
2761,419,766714921925144576
4264,856,766693177336135680
6375,1727,766423258543644672
7181,2031,766313316352462849
0,2811,766078092750233600
4525,928,766069199026450432
3966,535,766008592277377025
7666,2323,765719909049503744
5499,1317,765669560888528897
27982,3671,765395769549590528
7510,2333,765371061932261376
12297,3659,765222098633691136
6803,1910,764857477905154048
6408,1634,764259802650378240
784,58,763956972077010945
13321,4508,763837565564780549
5711,1587,763183847194451968
0,3253,763167063695355904
7789,2463,763103485927849985
12868,3913,762699858130116608
11932,6990,762471784394268675
10900,4533,762464539388485633
5096,1218,762316489655476224
33842,16853,762035686371364864
5705,2184,761976711479193600
0,4246,761750502866649088
4497,929,761745352076779520
52405,31337,761672994376806400
4364,1267,761599872357261312
0,19390,761371037149827077
5496,1566,761334018830917632
4718,1185,761292947749015552
5617,1678,761227390836215808
11953,3743,761004547850530816
4037,1052,760893934457552897
6981,2079,760656994973933572
5235,1392,760641137271070720
8009,3917,760539183865880579
4468,1509,760521673607086080
28359,12392,760290219849637889
4159,933,760252756032651264
6019,1953,760190180481531904
0,34,760153949710192640
6274,2254,759943073749200896
15508,6115,759923798737051648
7096,2139,759846353224826880
6292,2048,759793422261743616
0,22767,759566828574212096
4960,1263,759557299618865152
8966,2640,759447681597108224
1765,522,759446261539934208
6394,2099,759197388317847553
0,1250,759159934323924993
15336,4498,759099523532779520
6869,2178,759047813560868866
3744,963,758854675097526272
11798,4133,758828659922702336
6049,1729,758740312047005698
4036,1070,758474966123810816
5075,2403,758467244762497024
5492,2081,758405701903519748
3619,1168,758355060040593408
20268,10865,758099635764359168
2858,403,758041019896193024
7267,3503,757741869644341248
0,8731,757729163776290825
4792,1310,757725642876129280
4807,1204,757611664640446465
0,314,757597904299253760
4593,1139,757596066325864448
15979,7365,757400162377592832
6153,1883,757393109802180609
4760,1533,757354760399941633
6615,2136,756998049151549440
7024,2167,756939218950160384
5338,1410,756651752796094464
10971,3893,756526248105566208
4160,1167,756303284449767430
45170,18817,756288534030475264
6781,1638,756275833623502848
7736,3113,755955933503782912
17368,5802,755206590534418437
22383,11936,755110668769038337
0,8611,754874841593970688
7249,2719,754856583969079297
2712,561,754747087846248448
5590,2099,754482103782404096
3948,790,754449512966619136
8264,2517,754120377874386944
6162,2339,753655901052166144
8359,3840,753420520834629632
6093,2067,753398408988139520
8038,2507,753375668877008896
0,6190,753298634498793472
3578,1121,753294487569522689
39132,22535,753039830821511168
4105,1049,753026973505581056
13318,7353,752932432744185856
7271,1698,752917284578922496
0,3112,752701944171524096
6299,1724,752682090207055872
4646,1697,752660715232722944
5817,2456,752568224206688256
7770,3706,752519690950500352
4021,1184,752334515931054080
0,17958,752309394570878976
6265,1986,752173152931807232
3234,1000,751950017322246144
5487,1446,751937170840121344
6115,2106,751830394383790080
6182,3129,751793661361422336
8319,3269,751598357617971201
4634,1195,751583847268179968
5305,1359,751538714308972544
3371,1074,751456908746354688
13155,6304,751251247299190784
6637,1967,751205363882532864
5343,1397,751132876104687617
5029,1489,750868782890057730
13896,5413,750719632563142656
4675,1235,750506206503038976
13866,4625,750429297815552001
4789,1222,750383411068534784
726,30,750381685133418496
3262,1035,750147208377409536
3824,1369,750132105863102464
4563,1396,750117059602808832
3192,906,750101899009982464
2284,584,750086836815486976
8277,3585,750071704093859840
3301,959,750056684286914561
3339,664,750041628174217216
2851,843,750026558547456000
3411,975,750011400160841729
3196,869,749996283729883136
5372,2629,749981277374128128
4891,1407,749774190421639168
6407,1782,749417653287129088
2760,584,749403093750648834
9047,3715,749395845976588288
5762,2371,749317047558017024
6056,2222,749075273010798592
5034,1623,749064354620928000
3258,839,749036806121881602
11267,3640,748977405889503236
6138,2420,748932637671223296
2903,1017,748705597323898880
4971,1712,748699167502000129
4454,1423,748692773788876800
6368,2125,748575535303884801
2291,719,748568946752774144
5498,1330,748346686624440324
8076,4407,748337862848962560
3885,819,748324050481647620
3846,761,748307329658011649
14856,8348,748220828303695873
6072,2294,747963614829678593
6953,2728,747933425676525569
3096,1054,747885874273214464
2946,804,747844099428986880
5081,1245,747816857231626240
1449,166,747651430853525504
13534,6251,747648653817413632
2432,588,747600769478692864
3878,1123,747594051852075008
5819,1695,747512671126323200
4046,1099,747461612269887489
5698,2060,747439450712596480
0,3077,747242308580548608
5537,1691,747219827526344708
3541,984,747204161125646336
10049,4264,747103485104099331
3023,316,746906459439529985
6287,2298,746872823977771008
5562,1848,746818907684614144
5112,1697,746790600704425984
10039,4174,746757706116112384
6330,1914,746726898085036033
5278,1994,746542875601690625
0,1050,746521445350707200
4857,1155,746507379341139972
6461,1756,746369468511756288
7246,2352,746131877086527488
3717,870,746056683365994496
4224,1140,745789745784041472
7324,2478,745712589599014916
7428,2705,745433870967832576
8985,2595,745422732645535745
7520,2961,745314880350101504
8215,3769,745074613265149952
7570,2426,745057283344719872
3113,664,744995568523612160
8252,2876,744971049620602880
5852,1665,744709971296780288
7078,2281,744334592493166593
164018,83458,744234799360020481
1768,396,744223424764059648
4353,1158,743980027717509120
3812,1020,743895849529389061
0,2225,743835915802583040
4682,1473,743609206067040256
19314,7017,743595368194129920
3684,995,743545585370791937
8279,3943,743510151680958465
4424,1301,743253157753532416
6473,2028,743222593470234624
4019,1458,743210557239623680
7376,3786,742534281772302336
4634,2126,742528092657332225
7594,4151,742465774154047488
10287,4045,742423170473463808
7119,2119,742385895052087300
4540,1466,742161199639494656
5368,1662,742150209887731712
4774,1607,741793263812808706
8554,2942,741743634094141440
3839,888,741438259667034112
9174,3451,741303864243200000
10491,5908,741099773336379392
9885,3290,741067306818797568
6692,2952,740995100998766593
3560,993,740711788199743490
2964,832,740699697422163968
18985,7231,740676976021798912
36343,14165,740373189193256964
2588,464,740365076218183684
3446,911,740359016048689152
6995,2093,740214038584557568
20861,6308,739979191639244800
4242,1148,739932936087216128
3965,910,739844404073074688
3976,1447,739623569819336705
5616,1762,739606147276148736
41469,22767,739544079319588864
7511,3129,739485634323156992
121170,61804,739238157791694849
112,6,738891149612572673
3936,1215,738885046782832640
3481,863,738883359779196928
5321,1661,738537504001953792
3399,896,738402415918125056
4498,1284,738184450748633089
9195,3619,738166403467907072
2645,698,738156290900254721
5501,1871,737826014890496000
10434,3681,737800304142471168
5263,1417,737678689543020544
10743,4749,737445876994609152
3768,861,737322739594330112
15330,7892,737310737551491075
4503,1842,736736130620620800
18558,7883,736392552031657984
4166,1327,736365877722001409
8484,2939,736225175608430592
8236,3162,736010884653420544
3750,1222,735991953473572864
4184,1169,735648611367784448
6448,2492,735635087207878657
13574,5392,735274964362878976
3487,942,735256018284875776
3265,1029,735137028879360001
2852,548,734912297295085568
13105,6685,734787690684657664
2617,579,734776360183431168
1561,419,734559631394082816
3744,824,733828123016450049
